客户ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
14890,9,7,19044.4,4,1,4,一般
14891,11,11,1303.6699999999998,3,2,1,发展
14892,49,8,688.6800000000001,2,1,1,挽留
14893,8,14,4035.87,4,4,3,高价值
14894,8,15,2701.16,4,4,2,发展
14895,12,7,8402.33,3,1,3,一般
14896,17,8,14011.11,3,1,3,一般
14897,21,12,5485.68,3,3,3,高价值
14898,11,13,71271.07,3,3,4,高价值
14899,13,18,44626.89,3,4,4,高价值
14900,27,3,491.0,2,1,1,挽留
14901,9,12,17942.56,4,3,4,高价值
14902,59,4,1100.8,1,1,1,挽留
14903,21,15,4397.1,3,4,3,高价值
14904,23,10,73473.7,3,2,4,发展
14905,3,16,2337.27,4,4,2,发展
14906,3,9,3987.95,4,2,3,发展
14907,28,8,4460.55,2,1,3,一般
14908,72,11,33155.84,1,2,4,一般
14909,62,10,16509.47,1,2,4,一般
14910,18,13,2548.9,3,3,2,发展
14911,38,15,84865.7,2,4,4,保持
14912,6,12,2363.85,4,3,2,发展
14913,31,12,2792.5,2,3,2,一般
14914,23,10,584.5,3,2,1,发展
14915,87,11,14032.85,1,2,3,一般
14916,15,13,5522.46,3,3,3,高价值
14917,48,9,1645.15,2,2,1,挽留
14918,160,9,97394.9,1,2,4,一般
14919,35,13,54426.25,2,3,4,保持
14920,89,5,2364.05,1,1,2,挽留
14921,14,13,2642.75,3,3,2,发展
14922,30,9,2279.4,2,2,2,挽留
14923,31,4,67.60000000000001,2,1,1,挽留
14924,1,11,125917.86,4,2,4,发展
14925,138,7,3382.11,1,1,2,挽留
14926,24,12,13205.480000000001,3,3,3,高价值
14927,7,14,9384.56,4,4,3,高价值
14928,22,11,13196.73,3,2,3,发展
14929,3,15,5866.45,4,4,3,高价值
14930,55,6,14570.05,1,1,4,一般
14931,36,13,1398.09,2,3,1,一般
14932,6,11,4578.76,4,2,3,发展
14933,60,12,5855.08,1,3,3,保持
14934,2,11,10998.9,4,2,3,发展
14935,57,9,8012.04,1,2,3,一般
14936,32,11,5264.96,2,2,3,一般
14937,9,7,1424.3999999999999,4,1,1,一般
14938,15,7,1696.8700000000001,3,1,2,一般
14939,29,7,2120.2,2,1,2,挽留
14940,2,15,3229.12,4,4,2,发展
14941,3,17,63106.18,4,4,4,高价值
14942,22,4,1342.35,3,1,1,一般
14943,30,5,492.36,2,1,1,挽留
14944,9,12,13545.449999999999,4,3,3,高价值
14945,3,15,5734.15,4,4,3,高价值
14946,3,9,1369.59,4,2,1,发展
14947,7,14,54164.42,4,4,4,高价值
14948,5,14,51956.47,4,4,4,高价值
14949,24,12,1555.5,3,3,1,发展
14950,30,10,3006.91,2,2,2,挽留
14951,2,9,1390.1,4,2,1,发展
14952,22,11,1975.82,3,2,2,发展
14953,39,9,1609.36,2,2,1,挽留
14954,25,7,1461.06,2,1,1,挽留
14955,180,7,1622.65,1,1,1,挽留
14956,29,10,929.69,2,2,1,挽留
14957,66,3,245.82,1,1,1,挽留
14958,60,8,852.22,1,1,1,挽留
14959,39,14,1191.7,2,4,1,一般
14960,11,4,248.20999999999998,3,1,1,一般
14961,12,9,2057.0699999999997,3,2,2,发展
14962,65,10,1880.03,1,2,2,挽留
14963,3,10,4833.49,4,2,3,发展
14964,25,14,3221.46,2,4,2,一般
14965,47,14,9477.51,2,4,3,保持
14966,13,13,1040.0,3,3,1,发展
14967,16,12,35983.01,3,3,4,高价值
14968,7,15,31572.4,4,4,4,高价值
14969,118,8,931.45,1,1,1,挽留
14970,28,14,1662.84,2,4,1,一般
14971,29,6,15439.11,2,1,4,一般
14972,56,11,5950.400000000001,1,2,3,一般
14973,68,4,7468.35,1,1,3,一般
14974,1,9,2302.33,4,2,2,发展
14975,46,10,5644.66,2,2,3,一般
14976,41,14,1354.57,2,4,1,一般
14977,24,11,858.27,3,2,1,发展
14978,16,17,77084.46,3,4,4,高价值
14979,14,17,4000.1,3,4,3,高价值
14980,147,5,835.9000000000001,1,1,1,挽留
14981,82,11,5459.15,1,2,3,一般
14982,2,15,4961.3099999999995,4,4,3,高价值
14983,69,10,1929.21,1,2,2,挽留
14984,8,20,3342.77,4,4,2,发展
14985,13,13,11696.82,3,3,3,高价值
14986,8,14,2079.72,4,4,2,发展
14987,48,15,5665.1,2,4,3,保持
14988,21,11,31126.86,3,2,4,发展
14989,2,7,752.73,4,1,1,一般
14990,5,12,2438.64,4,3,2,发展
14991,25,12,2105.9700000000003,2,3,2,一般
14992,7,13,13734.24,4,3,3,高价值
14993,41,6,2926.95,2,1,2,挽留
14994,70,10,1103.86,1,2,1,挽留
14995,1,12,31182.4,4,3,4,高价值
14996,43,11,4774.7,2,2,3,一般
14997,3,13,10215.25,4,3,3,高价值
14998,18,8,16288.210000000001,3,1,4,一般
14999,1,11,69819.59,4,2,4,发展
15000,42,9,4474.5,2,2,3,一般
15001,8,10,4323.5599999999995,4,2,3,发展
15002,16,6,4100.1,3,1,3,一般
15003,47,15,66581.52,2,4,4,保持
15004,66,14,8212.84,1,4,3,保持
15005,2,15,16792.36,4,4,4,高价值
15006,29,9,2492.3,2,2,2,挽留
15007,9,9,38531.61,4,2,4,发展
15008,16,10,4505.13,3,2,3,发展
15009,3,12,45281.049999999996,4,3,4,高价值
15010,8,15,62541.53,4,4,4,高价值
15011,8,13,1269.2,4,3,1,发展
15012,30,13,3834.95,2,3,3,保持
15013,19,7,4225.8,3,1,3,一般
15014,12,11,3098.74,3,2,2,发展
15015,20,8,439.25,3,1,1,一般
15016,36,11,2147.36,2,2,2,挽留
15017,106,5,617.0,1,1,1,挽留
15018,91,7,1168.2,1,1,1,挽留
15019,38,8,3249.45,2,1,2,挽留
15020,8,14,56813.86,4,4,4,高价值
15021,72,12,1597.76,1,3,1,一般
15022,11,13,51481.149999999994,3,3,4,高价值
15023,11,14,1717.35,3,4,2,发展
15024,44,10,1447.74,2,2,1,挽留
15025,45,9,1013.8,2,2,1,挽留
15026,52,9,13546.36,1,2,3,一般
15027,20,17,30054.45,3,4,4,高价值
15028,5,13,3799.81,4,3,3,高价值
15029,11,13,11307.84,3,3,3,高价值
15030,5,13,2491.57,4,3,2,发展
15031,40,11,1625.8,2,2,1,挽留
15032,25,8,1082.91,2,1,1,挽留
15033,15,10,52618.14,3,2,4,发展
15034,13,13,2769.21,3,3,2,发展
15035,13,9,47710.659999999996,3,2,4,发展
15036,16,12,1345.67,3,3,1,发展
15037,9,10,2619.7999999999997,4,2,2,发展
15038,60,6,4358.75,1,1,3,一般
15039,100,6,507.95,1,1,1,挽留
15040,15,10,3162.84,3,2,2,发展
15041,88,10,1965.31,1,2,2,挽留
15042,16,7,1316.35,3,1,1,一般
15043,4,17,2727.66,4,4,2,发展
15044,2,15,2116.82,4,4,2,发展
15045,53,6,4323.3,1,1,3,一般
15046,2,10,27834.14,4,2,4,发展
15047,16,12,3985.0,3,3,3,高价值
15048,17,9,1392.95,3,2,1,发展
15049,1,11,3513.4399999999996,4,2,3,发展
15050,4,13,11540.95,4,3,3,高价值
15051,58,13,13124.32,1,3,3,保持
15052,56,8,699.89,1,1,1,挽留
15053,4,14,2274.7200000000003,4,4,2,发展
15054,7,8,1930.0,4,1,2,一般
15055,19,12,2898.81,3,3,2,发展
15056,13,15,6609.71,3,4,3,高价值
15057,30,16,13003.109999999999,2,4,3,保持
15058,76,15,2194.33,1,4,2,一般
15059,4,11,1896.03,4,2,2,发展
15060,34,11,8787.7,2,2,3,一般
15061,17,15,21195.86,3,4,4,高价值
15062,6,9,1920.8600000000001,4,2,2,发展
15063,21,9,61058.5,3,2,4,发展
15064,38,12,20861.45,2,3,4,保持
15065,52,12,21841.36,1,3,4,保持
15066,56,8,23186.45,1,1,4,一般
15067,7,10,52222.04,4,2,4,发展
15068,1,11,36223.03,4,2,4,发展
15069,19,12,13705.710000000001,3,3,3,高价值
15070,5,11,1690.9099999999999,4,2,2,发展
15071,66,15,1140.2,1,4,1,一般
15072,77,12,2946.96,1,3,2,一般
15073,1,9,1085.9499999999998,4,2,1,发展
15074,29,12,1104.13,2,3,1,一般
15075,8,15,3385.5499999999997,4,4,2,发展
15076,114,12,3146.1600000000003,1,3,2,一般
15077,91,10,1494.25,1,2,1,挽留
15078,11,9,2556.6099999999997,3,2,2,发展
15079,28,12,53725.060000000005,2,3,4,保持
15080,20,7,2508.2599999999998,3,1,2,一般
15081,9,15,1694.54,4,4,2,发展
15082,20,10,3946.92,3,2,3,发展
15083,33,10,18455.15,2,2,4,一般
15084,20,8,1007.7,3,1,1,一般
15085,97,9,947.83,1,2,1,挽留
15086,7,6,2585.39,4,1,2,一般
15087,11,16,4115.9800000000005,3,4,3,高价值
15088,20,11,1296.34,3,2,1,发展
15089,5,12,7458.9400000000005,4,3,3,高价值
15090,34,12,3567.75,2,3,3,保持
15091,2,8,890.75,4,1,1,一般
15092,32,14,16890.98,2,4,4,保持
15093,31,9,16598.09,2,2,4,一般
15094,29,13,25547.09,2,3,4,保持
15095,96,4,50441.2,1,1,4,一般
15096,141,4,2407.1,1,1,2,挽留
15097,30,6,565.9,2,1,1,挽留
15098,44,7,2671.05,2,1,2,挽留
15099,26,14,4288.79,2,4,3,保持
15100,1,9,1097.5,4,2,1,发展
15101,4,9,4431.96,4,2,3,发展
15102,74,5,1261.4099999999999,1,1,1,挽留
15103,21,14,1150.1399999999999,3,4,1,发展
15104,37,11,28425.24,2,2,4,一般
15105,3,10,5163.84,4,2,3,发展
15106,14,8,2101.2400000000002,3,1,2,一般
15107,7,11,2177.8900000000003,4,2,2,发展
15108,26,10,2286.64,2,2,2,挽留
15109,30,10,1948.7,2,2,2,挽留
15110,10,11,2681.52,4,2,2,发展
15111,18,12,5878.16,3,3,3,高价值
15112,40,7,51183.14,2,1,4,一般
15113,11,6,794.0500000000001,3,1,1,一般
15114,121,9,4283.08,1,2,3,一般
15115,12,7,10624.25,3,1,3,一般
15116,50,9,20397.28,1,2,4,一般
15117,139,8,2440.73,1,1,2,挽留
15118,66,8,1058.35,1,1,1,挽留
15119,39,6,1561.43,2,1,1,挽留
15120,65,15,5118.41,1,4,3,保持
15121,6,7,1278.55,4,1,1,一般
15122,38,10,2649.44,2,2,2,挽留
15123,8,7,2128.14,4,1,2,一般
15124,97,8,1658.39,1,1,1,挽留
15125,38,12,1696.34,2,3,2,一般
15126,2,16,51510.509999999995,4,4,4,高价值
15127,19,10,9417.36,3,2,3,发展
15128,15,9,52683.0,3,2,4,发展
15129,1,6,1424.95,4,1,1,一般
15130,46,11,7616.5,2,2,3,一般
15131,79,6,1443.36,1,1,1,挽留
15132,39,8,40435.28999999999,2,1,4,一般
15133,14,12,70821.5,3,3,4,高价值
15134,54,7,3580.1899999999996,1,1,3,一般
15135,46,4,1045.0,2,1,1,挽留
15136,27,7,1336.25,2,1,1,挽留
15137,15,9,3496.2,3,2,3,发展
15138,9,14,1604.53,4,4,1,发展
15139,130,6,1595.38,1,1,1,挽留
15140,45,8,6814.81,2,1,3,一般
15141,17,13,2747.46,3,3,2,发展
15142,4,13,9151.44,4,3,3,高价值
15143,43,9,4501.46,2,2,3,一般
15144,10,10,14376.68,4,2,4,发展
15145,61,10,1192.05,1,2,1,挽留
15146,75,20,30008.38,1,4,4,保持
15147,23,13,5654.51,3,3,3,高价值
15148,16,11,20242.8,3,2,4,发展
15149,5,8,1625.16,4,1,1,一般
15150,10,11,3568.54,4,2,3,发展
15151,23,10,1175.33,3,2,1,发展
15152,100,14,6986.650000000001,1,4,3,保持
15153,77,10,1488.6599999999999,1,2,1,挽留
15154,27,17,3354.7200000000003,2,4,2,一般
15155,57,13,3126.8,1,3,2,一般
15156,67,10,3255.5099999999998,1,2,2,挽留
15157,18,16,2595.13,3,4,2,发展
15158,97,6,30203.9,1,1,4,一般
15159,109,13,14359.42,1,3,3,保持
15160,22,16,22221.800000000003,3,4,4,高价值
15161,14,7,714.65,3,1,1,一般
15162,39,7,1151.81,2,1,1,挽留
15163,99,7,2450.3,1,1,2,挽留
15164,23,9,1132.8,3,2,1,发展
15165,86,6,752.96,1,1,1,挽留
15166,20,8,922.7,3,1,1,一般
15167,2,13,14406.57,4,3,4,高价值
15168,24,20,3463.35,3,4,2,发展
15169,7,10,1346.72,4,2,1,发展
15170,8,11,17278.7,4,2,4,发展
15171,15,12,3545.9500000000003,3,3,3,高价值
15172,87,12,3899.5499999999997,1,3,3,保持
15173,32,9,822.05,2,2,1,挽留
15174,1,17,14180.97,4,4,3,高价值
15175,14,15,21795.83,3,4,4,高价值
15176,127,6,861.75,1,1,1,挽留
15177,1,14,2870.54,4,4,2,发展
15178,35,9,14989.48,2,2,4,一般
15179,63,8,485.74,1,1,1,挽留
15180,100,9,955.97,1,2,1,挽留
15181,46,9,1171.59,2,2,1,挽留
15182,62,17,3861.57,1,4,3,保持
15183,12,5,37640.899999999994,3,1,4,一般
15184,4,18,7124.52,4,4,3,高价值
15185,10,18,18106.66,4,4,4,高价值
15186,7,12,8923.33,4,3,3,高价值
15187,2,13,7440.539999999999,4,3,3,高价值
15188,44,8,2994.2,2,1,2,挽留
15189,12,12,12085.210000000001,3,3,3,高价值
15190,24,15,1743.87,3,4,2,发展
15191,16,12,106111.55,3,3,4,高价值
15192,22,8,37752.31,3,1,4,一般
15193,151,7,3621.99,1,1,3,一般
15194,26,7,870.01,2,1,1,挽留
15195,15,8,1149.09,3,1,1,一般
15196,55,7,18864.15,1,1,4,一般
15197,112,10,4426.83,1,2,3,一般
15198,54,15,4490.6,1,4,3,保持
15199,30,14,4237.610000000001,2,4,3,保持
15200,5,10,31011.65,4,2,4,发展
15201,20,7,946.11,3,1,1,一般
15202,61,8,1190.31,1,1,1,挽留
15203,13,10,12003.5,3,2,3,发展
15204,5,11,1471.9499999999998,4,2,1,发展
15205,1,12,3398.3099999999995,4,3,2,发展
15206,12,9,1182.95,3,2,1,发展
15207,8,11,5399.25,4,2,3,发展
15208,3,13,1990.96,4,3,2,发展
15209,7,16,1779.34,4,4,2,发展
15210,8,8,548.07,4,1,1,一般
15211,4,10,674.9,4,2,1,发展
15212,6,12,11785.22,4,3,3,高价值
15213,59,12,1349.82,1,3,1,一般
15214,100,10,3806.3399999999997,1,2,3,一般
15215,203,2,363.20000000000005,1,1,1,挽留
15216,10,9,697.44,4,2,1,发展
15217,15,13,3729.0699999999997,3,3,3,高价值
15218,59,8,2172.65,1,1,2,挽留
15219,38,13,15275.23,2,3,4,保持
15220,46,14,2305.29,2,4,2,一般
15221,103,13,20698.19,1,3,4,保持
15222,6,13,16588.81,4,3,4,高价值
15223,28,9,14552.16,2,2,4,一般
15224,100,11,2931.25,1,2,2,挽留
15225,19,11,2395.9300000000003,3,2,2,发展
15226,16,16,1400.31,3,4,1,发展
15227,5,13,2009.6599999999999,4,3,2,发展
15228,27,12,18829.2,2,3,4,保持
15229,13,14,61610.09,3,4,4,高价值
15230,4,19,15010.83,4,4,4,高价值
15231,35,10,14522.7,2,2,4,一般
15232,25,8,933.2,2,1,1,挽留
15233,116,5,1121.1599999999999,1,1,1,挽留
15234,116,8,4002.91,1,1,3,一般
15235,9,8,1932.1599999999999,4,1,2,一般
15236,6,15,8303.2,4,4,3,高价值
15237,19,12,39555.47,3,3,4,高价值
15238,13,15,7133.65,3,4,3,高价值
15239,3,14,4665.32,4,4,3,高价值
15240,35,11,1734.51,2,2,2,挽留
15241,44,6,289.64,2,1,1,挽留
15242,3,13,15773.75,4,3,4,高价值
15243,4,8,807.7,4,1,1,一般
15244,142,9,1249.71,1,2,1,挽留
15245,10,12,1108.6299999999999,4,3,1,发展
15246,38,7,13094.26,2,1,3,一般
15247,20,11,13936.01,3,2,3,发展
15248,1,15,2970.34,4,4,2,发展
15249,58,4,317.02,1,1,1,挽留
15250,51,8,15761.470000000001,1,1,4,一般
15251,1,16,3955.99,4,4,3,高价值
15252,20,9,904.99,3,2,1,发展
15253,11,15,15520.94,3,4,4,高价值
15254,12,9,821.86,3,2,1,发展
15255,19,10,2684.83,3,2,2,发展
15256,51,19,42386.45,1,4,4,保持
15257,111,9,2692.85,1,2,2,挽留
15258,49,13,18718.84,2,3,4,保持
15259,5,13,4119.76,4,3,3,高价值
15260,3,13,6783.3,4,3,3,高价值
15261,26,16,58943.13,2,4,4,保持
15262,9,12,1776.46,4,3,2,发展
15263,21,13,847.75,3,3,1,发展
15264,16,14,18507.579999999998,3,4,4,高价值
15265,31,12,1380.89,2,3,1,一般
15266,172,11,17244.25,1,2,4,一般
15267,18,9,55940.41,3,2,4,发展
15268,3,9,834.0,4,2,1,发展
15269,17,16,174682.28,3,4,4,高价值
15270,34,10,1861.9,2,2,2,挽留
15271,12,20,6537.16,3,4,3,高价值
15272,177,4,79100.0,1,1,4,一般
15273,50,10,60780.64,1,2,4,一般
15274,13,6,514.85,3,1,1,一般
15275,7,16,6242.39,4,4,3,高价值
15276,28,11,1440.86,2,2,1,挽留
15277,45,13,5848.719999999999,2,3,3,保持
15278,16,16,2908.77,3,4,2,发展
15279,50,9,1081.65,1,2,1,挽留
15280,4,9,1190.74,4,2,1,发展
15281,48,10,1913.75,2,2,2,挽留
15282,29,12,6167.8,2,3,3,保持
15283,22,10,1721.29,3,2,2,发展
15284,6,19,9965.460000000001,4,4,3,高价值
15285,65,8,2341.16,1,1,2,挽留
15286,27,11,3713.1,2,2,3,一般
15287,6,12,2648.45,4,3,2,发展
15288,82,10,1088.65,1,2,1,挽留
15289,3,13,4947.0,4,3,3,高价值
15290,61,7,107.24000000000001,1,1,1,挽留
15291,198,10,2203.5,1,2,2,挽留
15292,75,9,2099.1,1,2,2,挽留
15293,33,15,52477.659999999996,2,4,4,保持
15294,12,10,1946.55,3,2,2,发展
15295,9,13,60852.009999999995,4,3,4,高价值
15296,7,11,2459.41,4,2,2,发展
15297,14,19,1839.96,3,4,2,发展
15298,5,9,646.77,4,2,1,发展
15299,68,14,4287.06,1,4,3,保持
15300,115,16,3141.0099999999998,1,4,2,一般
15301,14,13,2456.69,3,3,2,发展
15302,5,16,21784.95,4,4,4,高价值
15303,20,8,1510.6,3,1,1,一般
15304,58,9,15111.31,1,2,4,一般
15305,67,8,1361.81,1,1,1,挽留
15306,325,3,106.85,1,1,1,挽留
15307,11,13,8731.25,3,3,3,高价值
15308,171,6,610.3,1,1,1,挽留
15309,118,8,2393.0,1,1,2,挽留
15310,99,9,1272.1999999999998,1,2,1,挽留
15311,2,13,40866.619999999995,4,3,4,高价值
15312,16,9,16789.7,3,2,4,发展
15313,9,13,13086.75,4,3,3,高价值
15314,33,11,17031.62,2,2,4,一般
15315,36,23,73416.45,2,4,4,保持
15316,71,7,464.65999999999997,1,1,1,挽留
15317,6,9,817.59,4,2,1,发展
15318,14,9,5917.35,3,2,3,发展
15319,19,14,2599.4700000000003,3,4,2,发展
15320,65,18,6373.73,1,4,3,保持
15321,9,12,3594.96,4,3,3,高价值
15322,56,9,1557.71,1,2,1,挽留
15323,66,8,12856.339999999998,1,1,3,一般
15324,13,10,3617.8,3,2,3,发展
15325,2,14,2558.84,4,4,2,发展
15326,30,14,2975.41,2,4,2,一般
15327,1,16,1484.79,4,4,1,发展
15328,2,7,2845.91,4,1,2,一般
15329,9,10,1980.19,4,2,2,发展
15330,8,23,77647.04,4,4,4,高价值
15331,25,14,8596.15,2,4,3,保持
15332,6,13,1997.0700000000002,4,3,2,发展
15333,34,6,18270.4,2,1,4,一般
15334,8,13,5537.36,4,3,3,高价值
15335,19,9,1247.75,3,2,1,发展
15336,14,12,4320.2,3,3,3,高价值
15337,31,15,3109.75,2,4,2,一般
15338,10,10,15605.51,4,2,4,发展
15339,42,14,2068.6,2,4,2,一般
15340,6,14,10086.279999999999,4,4,3,高价值
15341,3,14,4049.54,4,4,3,高价值
15342,53,10,5100.38,1,2,3,一般
15343,3,13,3540.71,4,3,3,高价值
15344,9,9,49786.91,4,2,4,发展
15345,92,7,4103.3,1,1,3,一般
15346,62,9,38316.71,1,2,4,一般
15347,56,16,58698.31,1,4,4,保持
15348,18,13,38933.82,3,3,4,高价值
15349,46,10,120055.84,2,2,4,一般
15350,30,7,520.24,2,1,1,挽留
15351,19,13,2241.87,3,3,2,发展
15352,89,8,35190.35,1,1,4,一般
15353,48,7,1043.8600000000001,2,1,1,挽留
15354,30,8,1213.92,2,1,1,挽留
15355,9,12,1308.48,4,3,1,发展
15356,120,7,728.1199999999999,1,1,1,挽留
15357,8,8,773.54,4,1,1,一般
15358,24,10,60421.25,3,2,4,发展
15359,4,13,14977.18,4,3,4,高价值
15360,69,7,1644.03,1,1,1,挽留
15361,10,5,766.2,4,1,1,一般
15362,21,14,16995.28,3,4,4,高价值
15363,1,6,665.62,4,1,1,一般
15364,90,10,1911.58,1,2,2,挽留
15365,64,11,3657.32,1,2,3,一般
15366,40,10,63923.689999999995,2,2,4,一般
15367,53,12,2701.89,1,3,2,一般
15368,28,7,1691.6599999999999,2,1,2,挽留
15369,11,7,2493.3,3,1,2,一般
15370,1,11,20318.0,4,2,4,发展
15371,8,8,550.08,4,1,1,一般
15372,5,14,1392.3,4,4,1,发展
15373,3,13,6031.849999999999,4,3,3,高价值
15374,35,10,15200.25,2,2,4,一般
15375,18,15,42078.75,3,4,4,高价值
15376,2,16,1976.16,4,4,2,发展
15377,25,12,3246.3,2,3,2,一般
15378,47,11,12008.51,2,2,3,一般
15379,29,10,2703.7400000000002,2,2,2,挽留
15380,18,7,30278.800000000003,3,1,4,一般
15381,2,10,41291.49,4,2,4,发展
15382,14,10,4099.36,3,2,3,发展
15383,20,10,2295.64,3,2,2,发展
15384,3,8,538.14,4,1,1,一般
15385,21,12,17474.49,3,3,4,高价值
15386,51,11,87194.34,1,2,4,一般
15387,12,7,738.75,3,1,1,一般
15388,7,15,3718.62,4,4,3,高价值
15389,2,13,41245.34,4,3,4,高价值
15390,6,13,32680.399999999998,4,3,4,高价值
15391,8,11,120674.23999999999,4,2,4,发展
15392,20,10,4387.15,3,2,3,发展
15393,21,13,18203.27,3,3,4,高价值
15394,106,12,27294.47,1,3,4,保持
15395,11,7,8743.65,3,1,3,一般
15396,75,7,659.35,1,1,1,挽留
15397,8,9,16525.440000000002,4,2,4,发展
15398,48,13,2984.84,2,3,2,一般
15399,21,9,10513.6,3,2,3,发展
15400,25,5,334.16,2,1,1,挽留
15401,32,9,20775.46,2,2,4,一般
15402,10,9,4524.96,4,2,3,发展
15403,16,11,9594.64,3,2,3,发展
15404,50,7,30214.81,1,1,4,一般
15405,240,4,420.14,1,1,1,挽留
15406,4,9,39032.6,4,2,4,发展
15407,20,12,3177.0099999999998,3,3,2,发展
15408,70,12,3591.33,1,3,3,保持
15409,4,10,2822.75,4,2,2,发展
15410,20,14,14554.22,3,4,4,高价值
15411,22,14,19193.13,3,4,4,高价值
15412,19,13,52315.82,3,3,4,高价值
15413,300,3,39047.2,1,1,4,一般
15414,42,9,5372.95,2,2,3,一般
15415,11,11,1715.27,3,2,2,发展
15416,33,15,16940.850000000002,2,4,4,保持
15417,49,15,5711.24,2,4,3,保持
15418,44,14,1973.51,2,4,2,一般
15419,25,13,3465.67,2,3,2,一般
15420,10,7,3191.3,4,1,2,一般
15421,1,18,3735.2200000000003,4,4,3,高价值
15422,36,10,2735.05,2,2,2,挽留
15423,2,11,2453.94,4,2,2,发展
15424,15,15,78705.97,3,4,4,高价值
15425,21,8,436.81999999999994,3,1,1,一般
15426,17,8,2216.8,3,1,2,一般
15427,27,7,1600.52,2,1,1,挽留
15428,29,6,719.81,2,1,1,挽留
15429,51,12,33183.08,1,3,4,保持
15430,8,12,3893.01,4,3,3,高价值
15431,10,14,13909.58,4,4,3,高价值
15432,5,13,1821.7,4,3,2,发展
15433,11,15,40733.52,3,4,4,高价值
15434,32,13,2651.7200000000003,2,3,2,一般
15435,9,11,1572.51,4,2,1,发展
15436,28,15,17501.809999999998,2,4,4,保持
15437,27,9,1994.85,2,2,2,挽留
15438,36,10,1291.5,2,2,1,挽留
15439,10,8,614.71,4,1,1,一般
15440,2,8,1532.15,4,1,1,一般
15441,11,17,11247.939999999999,3,4,3,高价值
15442,11,10,2929.3599999999997,3,2,2,发展
15443,13,11,21009.07,3,2,4,发展
15444,24,11,26780.66,3,2,4,发展
15445,8,15,1573.34,4,4,1,发展
15446,9,4,342.78999999999996,4,1,1,一般
15447,40,15,3809.77,2,4,3,保持
15448,65,7,60734.85,1,1,4,一般
15449,1,8,1080.1,4,1,1,一般
15450,44,11,4231.29,2,2,3,一般
15451,57,12,23569.5,1,3,4,保持
15452,6,12,2908.08,4,3,2,发展
15453,51,9,19033.67,1,2,4,一般
15454,50,7,1119.26,1,1,1,挽留
15455,57,7,2922.96,1,1,2,挽留
15456,20,16,3057.86,3,4,2,发展
15457,9,6,3555.9,4,1,3,一般
15458,29,12,52847.350000000006,2,3,4,保持
15459,37,11,20642.35,2,2,4,一般
15460,23,10,40724.56,3,2,4,发展
15461,104,10,3465.29,1,2,2,挽留
15462,3,13,30667.75,4,3,4,高价值
15463,1,10,19199.120000000003,4,2,4,发展
15464,41,10,3695.56,2,2,3,一般
15465,4,15,17327.29,4,4,4,高价值
15466,61,8,374.23,1,1,1,挽留
15467,64,5,1233.0,1,1,1,挽留
15468,2,13,2268.7599999999998,4,3,2,发展
15469,71,12,50431.83,1,3,4,保持
15470,60,11,4850.56,1,2,3,一般
15471,32,5,295.04999999999995,2,1,1,挽留
15472,3,13,31587.91,4,3,4,高价值
15473,10,16,4512.73,4,4,3,高价值
15474,46,10,2929.2999999999997,2,2,2,挽留
15475,2,11,1826.35,4,2,2,发展
15476,2,17,52282.990000000005,4,4,4,高价值
15477,152,7,2904.5,1,1,2,挽留
15478,61,13,54623.23,1,3,4,保持
15479,2,9,1029.69,4,2,1,发展
15480,59,13,9829.82,1,3,3,保持
15481,1,10,825.89,4,2,1,发展
15482,35,17,4730.32,2,4,3,保持
15483,19,12,5219.21,3,3,3,高价值
15484,193,6,611.88,1,1,1,挽留
15485,16,6,776.15,3,1,1,一般
15486,10,12,2828.44,4,3,2,发展
15487,10,8,53141.78,4,1,4,一般
15488,1,12,29925.8,4,3,4,高价值
15489,52,13,1101.4,1,3,1,一般
15490,42,15,2000.19,2,4,2,一般
15491,14,3,385.0,3,1,1,一般
15492,32,10,13943.54,2,2,3,一般
15493,12,11,1132.1100000000001,3,2,1,发展
15494,96,7,678.95,1,1,1,挽留
15495,6,14,4197.2,4,4,3,高价值
15496,43,11,5470.97,2,2,3,一般
15497,18,13,76042.6,3,3,4,高价值
15498,8,11,30942.24,4,2,4,发展
15499,46,7,38888.95,2,1,4,一般
15500,10,8,565.6,4,1,1,一般
15501,87,11,6341.0199999999995,1,2,3,一般
15502,176,7,1408.5500000000002,1,1,1,挽留
15503,10,19,52512.95,4,4,4,高价值
15504,75,11,2275.89,1,2,2,挽留
15505,20,10,926.12,3,2,1,发展
15506,144,5,3376.7000000000003,1,1,2,挽留
15507,99,15,3252.31,1,4,2,一般
15508,105,7,863.25,1,1,1,挽留
15509,91,3,133.73000000000002,1,1,1,挽留
15510,5,14,2214.7200000000003,4,4,2,发展
15511,59,5,37786.75,1,1,4,一般
15512,13,10,2392.26,3,2,2,发展
15513,83,11,13762.53,1,2,3,一般
15514,27,5,516.11,2,1,1,挽留
15515,98,12,39826.26,1,3,4,保持
15516,17,10,2904.1,3,2,2,发展
15517,30,8,702.23,2,1,1,挽留
15518,27,9,35023.9,2,2,4,一般
15519,35,12,3515.0299999999997,2,3,3,保持
15520,25,15,4525.54,2,4,3,保持
15521,77,7,19912.64,1,1,4,一般
15522,31,9,2275.33,2,2,2,挽留
15523,25,12,5870.81,2,3,3,保持
15524,5,9,2656.69,4,2,2,发展
15525,3,15,62876.49,4,4,4,高价值
15526,21,13,14234.85,3,3,3,高价值
